business_name,insta_followers,insta_like_range_month_m,insta_view_range_month_m,insta_comment_range_month_m,insta_like_range_month_m_1,insta_comment_range_month_m_1,insta_view_range_month_m_1
Umbria Steakhouse & Roofdeck,5850.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(181.1, 7864.8]","(7.0, 3329.0]","(-0.001, 2083.75]"
Umbria Steakhouse & Roofdeck,5850.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(7.0, 3329.0]","(181.1, 7864.8]","(7.0, 3329.0]","(-0.001, 2083.75]"
Umbria Steakhouse & Roofdeck,5850.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(7.0, 3329.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Davio's Northern Italian Steakhouse,18000.0,"(13.95, 67.2]","(2083.75, 359000.0]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Davio's Northern Italian Steakhouse,18000.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Davio's Northern Italian Steakhouse,18000.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(67.2, 181.1]","(7.0, 3329.0]","(-0.001, 2083.75]"
Davio's Northern Italian Steakhouse,18000.0,"(67.2, 181.1]","(-0.001, 2083.75]","(7.0, 3329.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Davio's Northern Italian Steakhouse,18000.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
MEX,5388.0,"(67.2, 181.1]","(2083.75, 359000.0]","(7.0, 3329.0]","(181.1, 7864.8]","(7.0, 3329.0]","(2083.75, 359000.0]"
MEX,5388.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(7.0, 3329.0]","(181.1, 7864.8]","(2.0, 7.0]","(2083.75, 359000.0]"
MEX,5388.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(2.0, 7.0]","(67.2, 181.1]","(-0.001, 2.0]","(2083.75, 359000.0]"
MEX,5388.0,"(67.2, 181.1]","(2083.75, 359000.0]","(-0.001, 2.0]","(181.1, 7864.8]","(7.0, 3329.0]","(-0.001, 2083.75]"
MEX,5388.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(7.0, 3329.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
W Boston,19000.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(181.1, 7864.8]","(7.0, 3329.0]","(2083.75, 359000.0]"
W Boston,19000.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(7.0, 3329.0]","(67.2, 181.1]","(2.0, 7.0]","(2083.75, 359000.0]"
W Boston,19000.0,"(67.2, 181.1]","(2083.75, 359000.0]","(2.0, 7.0]","(67.2, 181.1]","(7.0, 3329.0]","(2083.75, 359000.0]"
W Boston,19000.0,"(67.2, 181.1]","(2083.75, 359000.0]","(7.0, 3329.0]","(181.1, 7864.8]","(7.0, 3329.0]","(2083.75, 359000.0]"
W Boston,19000.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(7.0, 3329.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Oath Pizza,9175.0,"(67.2, 181.1]","(-0.001, 2083.75]","(2.0, 7.0]","(67.2, 181.1]","(7.0, 3329.0]","(2083.75, 359000.0]"
Oath Pizza,9175.0,"(67.2, 181.1]","(2083.75, 359000.0]","(7.0, 3329.0]","(181.1, 7864.8]","(7.0, 3329.0]","(2083.75, 359000.0]"
Oath Pizza,9175.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(7.0, 3329.0]","(181.1, 7864.8]","(7.0, 3329.0]","(2083.75, 359000.0]"
Oath Pizza,9175.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(7.0, 3329.0]","(181.1, 7864.8]","(7.0, 3329.0]","(2083.75, 359000.0]"
Oath Pizza,9175.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(7.0, 3329.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
VESTER,9295.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
VESTER,9295.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
VESTER,9295.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
VESTER,9295.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
VESTER,9295.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
JOIA Ristorante & Lounge,7387.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(7.0, 3329.0]","(181.1, 7864.8]","(2.0, 7.0]","(2083.75, 359000.0]"
JOIA Ristorante & Lounge,7387.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(2.0, 7.0]","(181.1, 7864.8]","(7.0, 3329.0]","(2083.75, 359000.0]"
JOIA Ristorante & Lounge,7387.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(7.0, 3329.0]","(181.1, 7864.8]","(7.0, 3329.0]","(2083.75, 359000.0]"
JOIA Ristorante & Lounge,7387.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(7.0, 3329.0]","(181.1, 7864.8]","(7.0, 3329.0]","(2083.75, 359000.0]"
JOIA Ristorante & Lounge,7387.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(7.0, 3329.0]","(67.2, 181.1]","(7.0, 3329.0]","(2083.75, 359000.0]"
Shiki Shabu Shabu,487.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(2.0, 7.0]","(-0.001, 2083.75]"
Shiki Shabu Shabu,487.0,"(13.95, 67.2]","(-0.001, 2083.75]","(2.0, 7.0]","(13.95, 67.2]","(2.0, 7.0]","(-0.001, 2083.75]"
Shiki Shabu Shabu,487.0,"(13.95, 67.2]","(-0.001, 2083.75]","(2.0, 7.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Shiki Shabu Shabu,487.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Shiki Shabu Shabu,487.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
JP Fuji Group,2508.0,"(67.2, 181.1]","(-0.001, 2083.75]","(2.0, 7.0]","(13.95, 67.2]","(-0.001, 2.0]","(2083.75, 359000.0]"
JP Fuji Group,2508.0,"(13.95, 67.2]","(2083.75, 359000.0]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
JP Fuji Group,2508.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
JP Fuji Group,2508.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
JP Fuji Group,2508.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(2083.75, 359000.0]"
Empire Boston,12000.0,"(67.2, 181.1]","(2083.75, 359000.0]","(2.0, 7.0]","(67.2, 181.1]","(2.0, 7.0]","(-0.001, 2083.75]"
Empire Boston,12000.0,"(67.2, 181.1]","(-0.001, 2083.75]","(2.0, 7.0]","(67.2, 181.1]","(7.0, 3329.0]","(2083.75, 359000.0]"
Empire Boston,12000.0,"(67.2, 181.1]","(2083.75, 359000.0]","(7.0, 3329.0]","(13.95, 67.2]","(-0.001, 2.0]","(2083.75, 359000.0]"
Empire Boston,12000.0,"(13.95, 67.2]","(2083.75, 359000.0]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(2083.75, 359000.0]"
Empire Boston,12000.0,"(13.95, 67.2]","(2083.75, 359000.0]","(-0.001, 2.0]","(67.2, 181.1]","(-0.001, 2.0]","(-0.001, 2083.75]"
Yoki Express,1122.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Yoki Express,1122.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Yoki Express,1122.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Yoki Express,1122.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Yoki Express,1122.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Gopchang Story Boston,2120.0,"(67.2, 181.1]","(-0.001, 2083.75]","(2.0, 7.0]","(67.2, 181.1]","(7.0, 3329.0]","(2083.75, 359000.0]"
Gopchang Story Boston,2120.0,"(67.2, 181.1]","(2083.75, 359000.0]","(7.0, 3329.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Gopchang Story Boston,2120.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(2.0, 7.0]","(-0.001, 2083.75]"
Gopchang Story Boston,2120.0,"(13.95, 67.2]","(-0.001, 2083.75]","(2.0, 7.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Gopchang Story Boston,2120.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
BAB,767.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
BAB,767.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
BAB,767.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
BAB,767.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
BAB,767.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Myung Dong 1st Ave,31.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Myung Dong 1st Ave,31.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Myung Dong 1st Ave,31.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Myung Dong 1st Ave,31.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Myung Dong 1st Ave,31.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
WakuWaku Ramen & Sake,5865.0,"(67.2, 181.1]","(-0.001, 2083.75]","(7.0, 3329.0]","(67.2, 181.1]","(2.0, 7.0]","(2083.75, 359000.0]"
WakuWaku Ramen & Sake,5865.0,"(67.2, 181.1]","(2083.75, 359000.0]","(2.0, 7.0]","(181.1, 7864.8]","(7.0, 3329.0]","(2083.75, 359000.0]"
WakuWaku Ramen & Sake,5865.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(7.0, 3329.0]","(181.1, 7864.8]","(7.0, 3329.0]","(2083.75, 359000.0]"
WakuWaku Ramen & Sake,5865.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(7.0, 3329.0]","(67.2, 181.1]","(7.0, 3329.0]","(2083.75, 359000.0]"
WakuWaku Ramen & Sake,5865.0,"(67.2, 181.1]","(2083.75, 359000.0]","(7.0, 3329.0]","(67.2, 181.1]","(7.0, 3329.0]","(2083.75, 359000.0]"
Shojo Cambridge,1000.0,"(67.2, 181.1]","(-0.001, 2083.75]","(7.0, 3329.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Shojo Cambridge,1000.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(181.1, 7864.8]","(7.0, 3329.0]","(2083.75, 359000.0]"
Shojo Cambridge,1000.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(7.0, 3329.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Shojo Cambridge,1000.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Shojo Cambridge,1000.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Shōjō Boston,8518.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(67.2, 181.1]","(-0.001, 2.0]","(-0.001, 2083.75]"
Shōjō Boston,8518.0,"(67.2, 181.1]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Shōjō Boston,8518.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(2083.75, 359000.0]"
Shōjō Boston,8518.0,"(13.95, 67.2]","(2083.75, 359000.0]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(2083.75, 359000.0]"
Shōjō Boston,8518.0,"(13.95, 67.2]","(2083.75, 359000.0]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Park 54 Restaurant & Lounge,5977.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Park 54 Restaurant & Lounge,5977.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(181.1, 7864.8]","(7.0, 3329.0]","(2083.75, 359000.0]"
Park 54 Restaurant & Lounge,5977.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(7.0, 3329.0]","(67.2, 181.1]","(2.0, 7.0]","(2083.75, 359000.0]"
Park 54 Restaurant & Lounge,5977.0,"(67.2, 181.1]","(2083.75, 359000.0]","(2.0, 7.0]","(181.1, 7864.8]","(7.0, 3329.0]","(2083.75, 359000.0]"
Park 54 Restaurant & Lounge,5977.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(7.0, 3329.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
154 STATION Burgers and drinks,12000.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
154 STATION Burgers and drinks,12000.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
154 STATION Burgers and drinks,12000.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
154 STATION Burgers and drinks,12000.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
154 STATION Burgers and drinks,12000.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(2.0, 7.0]","(2083.75, 359000.0]"
Life Alive Organic Cafe,28000.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(7.0, 3329.0]","(67.2, 181.1]","(7.0, 3329.0]","(2083.75, 359000.0]"
Life Alive Organic Cafe,28000.0,"(67.2, 181.1]","(2083.75, 359000.0]","(7.0, 3329.0]","(181.1, 7864.8]","(7.0, 3329.0]","(2083.75, 359000.0]"
Life Alive Organic Cafe,28000.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(7.0, 3329.0]","(181.1, 7864.8]","(7.0, 3329.0]","(2083.75, 359000.0]"
Life Alive Organic Cafe,28000.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(7.0, 3329.0]","(67.2, 181.1]","(7.0, 3329.0]","(2083.75, 359000.0]"
Life Alive Organic Cafe,28000.0,"(67.2, 181.1]","(2083.75, 359000.0]","(7.0, 3329.0]","(67.2, 181.1]","(7.0, 3329.0]","(2083.75, 359000.0]"
by Love Art,4140.0,"(13.95, 67.2]","(-0.001, 2083.75]","(7.0, 3329.0]","(13.95, 67.2]","(7.0, 3329.0]","(-0.001, 2083.75]"
by Love Art,4140.0,"(13.95, 67.2]","(-0.001, 2083.75]","(7.0, 3329.0]","(13.95, 67.2]","(2.0, 7.0]","(-0.001, 2083.75]"
by Love Art,4140.0,"(13.95, 67.2]","(-0.001, 2083.75]","(2.0, 7.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
by Love Art,4140.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
by Love Art,4140.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Novara Restaurant | Milton MA,8335.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(7.0, 3329.0]","(181.1, 7864.8]","(2.0, 7.0]","(2083.75, 359000.0]"
Novara Restaurant | Milton MA,8335.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(2.0, 7.0]","(67.2, 181.1]","(2.0, 7.0]","(-0.001, 2083.75]"
Novara Restaurant | Milton MA,8335.0,"(67.2, 181.1]","(-0.001, 2083.75]","(2.0, 7.0]","(67.2, 181.1]","(2.0, 7.0]","(-0.001, 2083.75]"
Novara Restaurant | Milton MA,8335.0,"(67.2, 181.1]","(-0.001, 2083.75]","(2.0, 7.0]","(67.2, 181.1]","(2.0, 7.0]","(-0.001, 2083.75]"
Novara Restaurant | Milton MA,8335.0,"(67.2, 181.1]","(-0.001, 2083.75]","(2.0, 7.0]","(67.2, 181.1]","(2.0, 7.0]","(-0.001, 2083.75]"
Abby Park | Milton Restaurant,2401.0,"(67.2, 181.1]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Abby Park | Milton Restaurant,2401.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Abby Park | Milton Restaurant,2401.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Abby Park | Milton Restaurant,2401.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Abby Park | Milton Restaurant,2401.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Dorchester Brewing Company,21000.0,"(67.2, 181.1]","(-0.001, 2083.75]","(-0.001, 2.0]","(67.2, 181.1]","(2.0, 7.0]","(-0.001, 2083.75]"
Dorchester Brewing Company,21000.0,"(67.2, 181.1]","(-0.001, 2083.75]","(2.0, 7.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Dorchester Brewing Company,21000.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Dorchester Brewing Company,21000.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(67.2, 181.1]","(2.0, 7.0]","(2083.75, 359000.0]"
Dorchester Brewing Company,21000.0,"(67.2, 181.1]","(2083.75, 359000.0]","(2.0, 7.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
M & M BBQ,4233.0,"(67.2, 181.1]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
M & M BBQ,4233.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
M & M BBQ,4233.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
M & M BBQ,4233.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
M & M BBQ,4233.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Pazza on Porter,8116.0,"(67.2, 181.1]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Pazza on Porter,8116.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(67.2, 181.1]","(-0.001, 2.0]","(-0.001, 2083.75]"
Pazza on Porter,8116.0,"(67.2, 181.1]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Pazza on Porter,8116.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Pazza on Porter,8116.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(7.0, 3329.0]","(-0.001, 2083.75]"
Giulia,7629.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Giulia,7629.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(67.2, 181.1]","(2.0, 7.0]","(-0.001, 2083.75]"
Giulia,7629.0,"(67.2, 181.1]","(-0.001, 2083.75]","(2.0, 7.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Giulia,7629.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Giulia,7629.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
loveartpoke,18.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
loveartpoke,18.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
loveartpoke,18.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
loveartpoke,18.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
loveartpoke,18.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
CHILACATES,64000.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(7.0, 3329.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
CHILACATES,64000.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(67.2, 181.1]","(-0.001, 2.0]","(-0.001, 2083.75]"
CHILACATES,64000.0,"(67.2, 181.1]","(-0.001, 2083.75]","(-0.001, 2.0]","(67.2, 181.1]","(2.0, 7.0]","(2083.75, 359000.0]"
CHILACATES,64000.0,"(67.2, 181.1]","(2083.75, 359000.0]","(2.0, 7.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
CHILACATES,64000.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Capo Restaurant,29000.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(2.0, 7.0]","(181.1, 7864.8]","(2.0, 7.0]","(2083.75, 359000.0]"
Capo Restaurant,29000.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(2.0, 7.0]","(181.1, 7864.8]","(2.0, 7.0]","(-0.001, 2083.75]"
Capo Restaurant,29000.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(2.0, 7.0]","(181.1, 7864.8]","(2.0, 7.0]","(-0.001, 2083.75]"
Capo Restaurant,29000.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(2.0, 7.0]","(181.1, 7864.8]","(2.0, 7.0]","(2083.75, 359000.0]"
Capo Restaurant,29000.0,"(181.1, 7864.8]","(2083.75, 359000.0]","(2.0, 7.0]","(181.1, 7864.8]","(2.0, 7.0]","(2083.75, 359000.0]"
Yakitori Totto Boston,,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Yakitori Totto Boston,,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Yakitori Totto Boston,,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Yakitori Totto Boston,,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Yakitori Totto Boston,,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
SweetCheeksQ,14000.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
SweetCheeksQ,14000.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(67.2, 181.1]","(2.0, 7.0]","(2083.75, 359000.0]"
