business_name,fb_followers,fb_like_range_month_m,fb_comment_range_month_m,fb_like_range_month_m_1,fb_comment_range_month_m_1
Ink Block Boston,2000.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Ink Block Boston,2000.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Ink Block Boston,2000.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Ink Block Boston,2000.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Ink Block Boston,2000.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Oishii Boston,1800.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Oishii Boston,1800.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Oishii Boston,1800.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Oishii Boston,1800.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Oishii Boston,1800.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Crudo Boston,1400.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Crudo Boston,1400.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Crudo Boston,1400.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Crudo Boston,1400.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Crudo Boston,1400.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Meimei dumplings,5500.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(0.2, 110.2]"
Meimei dumplings,5500.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(0.2, 110.2]"
Meimei dumplings,5500.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(0.2, 110.2]"
Meimei dumplings,5500.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(0.2, 110.2]"
Meimei dumplings,5500.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(0.2, 110.2]"
Paramount Southie,1800.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Paramount Southie,1800.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Paramount Southie,1800.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Paramount Southie,1800.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Paramount Southie,1800.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Teado Central,951.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
Teado Central,951.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(0.2, 110.2]"
Teado Central,951.0,"(0.4, 6.2]","(0.2, 110.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Teado Central,951.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Teado Central,951.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Trade Boston,6100.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
Trade Boston,6100.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
Trade Boston,6100.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
Trade Boston,6100.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
Trade Boston,6100.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
